cricsheet_match_id,source_url,source_title,legacy_sequence,coding_standard,reaudit_status,original_pitch_primary_category,original_batting_ease,original_pace_seam_support,original_spin_support,original_bounce_profile,original_two_paced_expected,original_dew_expected,reaudited_pitch_primary_category,reaudited_batting_ease,reaudited_pace_seam_support,reaudited_spin_support,reaudited_bounce_profile,reaudited_two_paced_expected,reaudited_dew_expected,reviewed_at_utc,reviewer_id,effect_evidence_note,review_note
1384411,https://www.mykhel.com/cricket/wankhede-stadium-mumbai-pitch-report-weather-forecast-for-eng-vs-sa-icc-odi-world-cup-2023-match-240053.html,"Wankhede Stadium, Mumbai Pitch Report & Weather Forecast for ENG vs SA ICC ODI World Cup 2023 Match 20",101,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,,standard,,1,batting_friendly,2,1,,,,1,2026-09-13T15:45:21Z,ai_assisted_reaudit_01,"Source calls Wankhede mostly batting-friendly, says quicks get some help and pace may matter under lights, and expects dew to be a factor.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384410,https://www.mykhel.com/cricket/ekana-stadium-lucknow-pitch-report-weather-forecast-for-ned-vs-sl-icc-odi-world-cup-2023-match-19-240029.html,"Ekana Stadium, Lucknow Pitch Report & Weather Forecast for NED vs SL ICC ODI World Cup 2023 Match 19",102,legacy_pre_explicit_source_only,passed_revised,spin,0,1,2,standard,1,0,unknown,,,,,,0,2026-09-13T15:45:21Z,ai_assisted_reaudit_01,"Source distinguishes fresh World Cup wickets from historical slow/spin behavior, predicts only that the focal wicket will remain consistent, and says dew is unlikely.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384409,https://www.mykhel.com/cricket/m-chinnaswamy-stadium-bengaluru-pitch-report-weather-forecast-for-aus-vs-pak-icc-odi-world-cup-2023-239897.html,"M Chinnaswamy Stadium, Bengaluru Pitch Report & Weather Forecast for AUS vs PAK ICC ODI World Cup 2023 Match 18",103,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,1,standard,,1,batting_friendly,2,1,1,,,1,2026-09-13T15:45:21Z,ai_assisted_reaudit_01,"Source calls Bengaluru a batter’s paradise, states generic early pace and later spin help, and says dew could play a part.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384408,https://www.mykhel.com/cricket/mca-stadium-pune-pitch-report-weather-forecast-for-ind-vs-ban-icc-odi-world-cup-2023-match-17-239747.html,"MCA Stadium, Pune Pitch Report & Weather Forecast for IND vs BAN ICC ODI World Cup 2023 Match 17",104,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,1,standard,,0,batting_friendly,2,,,steep,,0,2026-09-13T15:45:21Z,ai_assisted_reaudit_01,"Source expects a batting-friendly World Cup wicket offering more bounce and remaining consistent, and says dew is unlikely to be significant.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384406,https://www.mykhel.com/cricket/hpca-stadium-dharamsala-pitch-report-weather-forecast-for-sa-vs-ned-icc-odi-world-cup-2023-match-239411.html,"HPCA Stadium, Dharamsala Pitch Report & Weather Forecast for SA vs NED ICC ODI World Cup 2023 Match 15",105,legacy_pre_explicit_source_only,passed_revised,pace_seam,1,2,1,standard,,1,unknown,0,,,,,1,2026-09-13T15:45:21Z,ai_assisted_reaudit_01,Source expects Dharamsala’s pattern of sub-250 totals to continue and says dew will be a factor after rain; it states no focal bowling support.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384405,https://www.mykhel.com/cricket/ekana-stadium-lucknow-pitch-report-weather-forecast-for-aus-vs-sl-icc-odi-world-cup-2023-match-14-239363.html,"Ekana Stadium, Lucknow Pitch Report & Weather Forecast for AUS vs SL ICC ODI World Cup 2023 Match 14",106,legacy_pre_explicit_source_only,passed_revised,slow_two_paced,0,1,2,standard,1,1,unknown,0,,,,,,2026-09-13T15:45:21Z,ai_assisted_reaudit_01,"Source says the focal Lucknow wicket should again challenge the side batting second; its spin/slower-bowler and dew claims describe venue history, not a focal forecast.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384403,https://www.mykhel.com/cricket/narendra-modi-stadium-ahmedabad-pitch-report-weather-forecast-ind-vs-pak-icc-odi-world-cup-2023-238933.html,"Narendra Modi Stadium, Ahmedabad Pitch Report & Weather Forecast for IND vs PAK ICC ODI World Cup 2023 Match 12",107,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,1,standard,,1,batting_friendly,2,,,,,1,2026-09-13T15:45:21Z,ai_assisted_reaudit_01,"Source says a similar batting-good surface could be used, expects easy scoring under lights, and explicitly expects dew.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384402,https://www.mykhel.com/cricket/ma-chidambaram-stadium-pitch-report-weather-forecast-nz-vs-ban-icc-odi-world-cup-2023-238805.html,"MA Chidambaram Stadium, Chennai Pitch Report & Weather Forecast for NZ vs BAN ICC ODI World Cup 2023 Match 11",108,legacy_pre_explicit_source_only,passed_unchanged,slow_two_paced,0,1,2,standard,1,1,slow_two_paced,0,1,2,standard,1,1,2026-09-13T15:45:21Z,ai_assisted_reaudit_01,"Source expects another slow Chepauk challenge, states slower-bowler/spin help, revived bounce and some quick-bowler help, with a chance of late dew.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384401,https://www.mykhel.com/cricket/australia-vs-south-africa-live-streaming-weather-forecast-pitch-report-icc-world-cup-2023-match-238665.html,"Ekana Stadium, Lucknow Weather Forecast, Pitch Report & Live Streaming Details For AUS vs SA ICC World Cup 2023 Match 10",109,legacy_pre_explicit_source_only,passed_revised,slow_two_paced,0,1,2,standard,1,1,batting_friendly,1,,,,,,2026-09-13T15:45:21Z,ai_assisted_reaudit_01,Source says the fresh World Cup wicket could be livelier and that the venue’s prior 188 first-innings average should not apply; it gives no focal bowling effect.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384399,https://www.mykhel.com/cricket/rajiv-gandhi-stadium-hyderabad-pitch-report-weather-forecast-pak-vs-sl-icc-world-cup-2023-238331.html,"Rajiv Gandhi International Stadium, Hyderabad Pitch Report & Weather Forecast for PAK vs SL, ICC World Cup 2023 Match",110,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,1,standard,,0,batting_friendly,2,1,,,,0,2026-09-13T15:45:21Z,ai_assisted_reaudit_01,"Source forecasts another batting-friendly Hyderabad surface that could give quicker bowlers bounce, and explicitly says there is no dew threat.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384398,https://www.mykhel.com/cricket/hpca-stadium-dharamsala-pitch-report-weather-forecast-eng-vs-ban-icc-odi-world-cup-2023-238265.html,"HPCA Stadium, Dharamsala Pitch Report & Weather Forecast for ENG vs BAN, ICC ODI World Cup 2023 Match 7",111,legacy_pre_explicit_source_only,passed_revised,balanced,1,2,1,standard,,0,balanced,0,,,standard,,0,2026-09-13T15:45:21Z,ai_assisted_reaudit_01,"Source expects true bounce assisting bowlers and batters, predicts the venue’s sub-250 pattern to continue, and says the day match will have no dew.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384397,https://www.mykhel.com/cricket/rajiv-gandhi-stadium-hyderabad-pitch-report-weather-forecast-nz-ned-icc-world-cup-2023-match-238109.html,"Rajiv Gandhi International Stadium, Hyderabad Pitch Report & Weather Forecast for NZ vs NED ICC World Cup 2023 Match",112,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,1,standard,,0,batting_friendly,2,1,,,,0,2026-09-13T15:45:21Z,ai_assisted_reaudit_01,"Source says a similar unused Hyderabad wicket could be used after a batter-friendly surface where quicks found bounce, and explicitly rules out dew.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384396,https://www.indiatoday.in/sports/cricket/story/india-vs-australia-preview-chennai-team-news-pitch-and-conditions-2445957-2023-10-07,IND v AUS: India eye winning start against World Cup big boys Australia in spin-friendly Chennai,113,legacy_pre_explicit_source_only,passed_revised,spin,,,2,standard,,,spin,,,2,,,,2026-09-13T15:45:21Z,ai_assisted_reaudit_01,Source explicitly says the Chennai pitch is expected to be spin-friendly; showers may affect play but no specific additional effect is stated.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384395,https://www.mykhel.com/cricket/arun-jaitley-stadium-delhi-pitch-report-weather-forecast-sa-vs-sl-odi-world-cup-2023-match-237627.html,"Arun Jaitley Stadium, Delhi Pitch Report & Weather Forecast for SA vs SL, 4th ICC ODI World Cup 2023 Match",114,legacy_pre_explicit_source_only,passed_revised,balanced,1,1,1,standard,,,batting_friendly,1,,,,,1,2026-09-13T15:45:21Z,ai_assisted_reaudit_01,Source expects improved scores on the fresh World Cup wickets and explicitly expects second-innings dew; bounce and spin statements are conditional or historical.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384393,https://crickettimes.com/2023/10/odi-world-cup-2023-pak-vs-ned-rajiv-gandhi-international-stadium-pitch-report-hyderabad-weather-forecast-odi-stats-records-pakistan-vs-netherlands/,"ODI World Cup 2023, PAK vs NED: Rajiv Gandhi International Stadium Pitch Report, Hyderabad Weather Forecast, ODI Stats & Records",115,legacy_pre_explicit_source_only,source_unavailable,balanced,1,2,1,standard,,,,,,,,,,2026-09-13T15:45:21Z,ai_assisted_reaudit_01,"CricketTimes source returned HTTP 403 on re-audit, so no source text was available for compliant coding.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384392,https://www.mykhel.com/cricket/narendra-modi-stadium-ahmedabad-pitch-report-weather-forecast-eng-vs-nz-icc-odi-world-cup-237157.html,"Narendra Modi Stadium, Ahmedabad Pitch Report & Weather Forecast for ENG vs NZ, 1st ICC ODI World Cup 2023 Match",116,legacy_pre_explicit_source_only,passed_revised,balanced,1,1,1,standard,,1,unknown,,,,,,1,2026-09-13T15:45:21Z,ai_assisted_reaudit_01,Source says the focal Ahmedabad soil type is unknown; it reports recent outfield dew and planned anti-dew treatment but provides no focal pitch effect.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1389390,https://www.mykhel.com/cricket/india-vs-australia-3rd-odi-sca-stadium-rajkot-pitch-report-weather-forecast-stats-record-235247.html,"India Vs Australia 3rd ODI: SCA Stadium Rajkot Pitch Report, Weather Forecast, Stats & Record",117,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,1,standard,,,batting_friendly,2,,,,,,2026-09-13T15:45:21Z,ai_assisted_reaudit_01,"Source calls Rajkot batter-friendly and explicitly expects another run-feast; no focal bowling, bounce, or dew effect is stated.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1395702,https://www.mykhel.com/cricket/bangladesh-vs-new-zealand-3rd-odi-mirpur-shere-bangla-stadium-pitch-report-weather-forecast-stats-235339.html,"Bangladesh vs New Zealand 3rd ODI: Mirpur Sher-E-Bangla Stadium Pitch Report, Weather Forecast, Stats & Records",118,legacy_pre_explicit_source_only,passed_revised,spin,1,1,2,standard,1,,balanced,,1,1,,,,2026-09-13T15:45:21Z,ai_assisted_reaudit_01,Venue pitch report states new-ball help for quicks and later assistance for slower bowlers; neither is inferred from surface description.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1395701,https://crickettimes.com/2023/09/ban-vs-nz-2023-2nd-odi-sher-e-bangla-national-stadium-pitch-report-dhaka-weather-forecast-odi-stats-records-bangladesh-vs-new-zealand/,"BAN vs NZ 2023, 2nd ODI: Sher-e-Bangla National Stadium Pitch Report, Dhaka Weather Forecast, ODI Stats & Records",119,legacy_pre_explicit_source_only,source_unavailable,spin,0,,2,standard,1,,,,,,,,,2026-09-13T15:45:21Z,ai_assisted_reaudit_01,"CricketTimes source returned HTTP 403 on re-audit, so no source text was available for compliant coding.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1336129,https://crickettimes.com/2023/09/eng-vs-ire-2023-2nd-odi-trent-bridge-cricket-ground-pitch-report-leeds-weather-forecast-odi-stats-records-england-vs-ireland/,"ENG vs IRE 2023, 2nd ODI: Trent Bridge Cricket Ground Pitch Report, Leeds Weather Forecast, ODI Stats & Records",120,legacy_pre_explicit_source_only,source_unavailable,batting_friendly,2,1,,standard,,,,,,,,,,2026-09-13T15:45:21Z,ai_assisted_reaudit_01,"CricketTimes source returned HTTP 403 on re-audit, so no source text was available for compliant coding.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1389388,https://www.mykhel.com/cricket/india-vs-australia-1st-odi-pca-stadium-mohali-pitch-report-weather-forecast-stats-record-234403.html,"India Vs Australia 1st ODI: PCA Stadium Mohali Pitch Report, Weather Forecast, Stats & Record",121,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,1,standard,,,batting_friendly,2,1,1,,,,2026-09-13T15:45:21Z,ai_assisted_reaudit_01,"Source calls Mohali a batter’s paradise, expects another run-feast, and states early pace help followed by spin assistance.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1373575,https://crickettimes.com/2023/09/sa-vs-aus-2023-5th-odi-the-wanderers-stadium-pitch-report-johannesburg-weather-forecast-odi-stats-records-south-africa-vs-australia/,"SA vs AUS 2023, 5th ODI: The Wanderers Stadium Pitch Report, Johannesburg Weather Forecast, ODI Stats & Records",122,legacy_pre_explicit_source_only,source_unavailable,balanced,1,2,1,standard,,,,,,,,,,2026-09-13T15:45:21Z,ai_assisted_reaudit_01,"CricketTimes source returned HTTP 403 on re-audit, so no source text was available for compliant coding.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1373574,https://crickettimes.com/2023/09/sa-vs-aus-2023-4th-odi-supersport-park-pitch-report-centurion-weather-forecast-odi-stats-records-south-africa-vs-australia/,"SA vs AUS 2023, 4th ODI: SuperSport Park Pitch Report, Centurion Weather Forecast, ODI Stats & Records",123,legacy_pre_explicit_source_only,source_unavailable,slow_two_paced,1,1,1,standard,1,,,,,,,,,2026-09-13T15:45:21Z,ai_assisted_reaudit_01,"CricketTimes source returned HTTP 403 on re-audit, so no source text was available for compliant coding.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1336055,https://crickettimes.com/2023/09/eng-vs-nz-2023-4th-odi-lords-cricket-ground-pitch-report-london-weather-forecast-odi-stats-records/,"ENG vs NZ 2023, 4th ODI: Lord's Cricket Ground Pitch Report, London Weather Forecast, ODI Stats & Records",124,legacy_pre_explicit_source_only,source_unavailable,batting_friendly,2,2,,standard,,,,,,,,,,2026-09-13T15:45:21Z,ai_assisted_reaudit_01,"CricketTimes source returned HTTP 403 on re-audit, so no source text was available for compliant coding.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1336054,https://crickettimes.com/2023/09/eng-vs-nz-2023-3rd-odi-kennington-oval-pitch-report-london-weather-forecast-odi-stats-records/,"ENG vs NZ 2023, 3rd ODI: Kennington Oval Pitch Report, London Weather Forecast, ODI Stats & Records",125,legacy_pre_explicit_source_only,source_unavailable,batting_friendly,2,1,,standard,,,,,,,,,,2026-09-13T15:45:21Z,ai_assisted_reaudit_01,"CricketTimes source returned HTTP 403 on re-audit, so no source text was available for compliant coding.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1388407,https://www.mykhel.com/cricket/india-vs-sri-lanka-asia-cup-2023-super-4-colombo-stadium-pitch-report-weather-forecast-232595.html,"India vs Sri Lanka, Asia Cup 2023 Super 4: Colombo R Premadasa Stadium Pitch Report & Weather Forecast",126,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,2,standard,1,,batting_friendly,2,,1,,,,2026-09-13T15:48:00Z,ai_assisted_reaudit_01,"Source describes Premadasa as batting-friendly with some later spin assistance; the focal report gives no pace, bounce, two-paced, or dew effect.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1373573,https://crickettimes.com/2023/09/sa-vs-aus-2023-3rd-odi-senwes-park-pitch-report-potchefstroom-weather-forecast-odi-stats-records-south-africa-vs-australia/,"SA vs AUS 2023, 3rd ODI: Senwes Park Pitch Report, Potchefstroom Weather Forecast, ODI Stats & Records",127,legacy_pre_explicit_source_only,source_unavailable,balanced,1,1,,standard,,,,,,,,,,2026-09-13T15:48:00Z,ai_assisted_reaudit_01,"CricketTimes source returned HTTP 403 on re-audit, so no source text was available for compliant coding.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1388406,https://www.mykhel.com/cricket/india-vs-pakistan-asia-cup-2023-colombo-pitch-report-weather-forecast-rain-232167.html,"India vs Pakistan, Asia Cup 2023: Colombo R. Premadasa Stadium Pitch Report and Weather Forecast",128,legacy_pre_explicit_source_only,passed_revised,slow_two_paced,1,1,2,standard,1,,slow_two_paced,1,,2,,1,,2026-09-13T15:48:00Z,ai_assisted_reaudit_01,"Source expects a fresh, decent batting wicket that will assist spinners and get slower as the match progresses.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1336053,https://crickettimes.com/2023/09/eng-vs-nz-2023-2nd-odi-rose-bowl-pitch-report-southampton-weather-forecast-odi-stats-records/,"ENG vs NZ 2023, 2nd ODI: Rose Bowl Pitch Report, Southampton Weather Forecast, ODI Stats & Records",129,legacy_pre_explicit_source_only,source_unavailable,batting_friendly,2,0,,standard,,,,,,,,,,2026-09-13T15:48:00Z,ai_assisted_reaudit_01,"CricketTimes source returned HTTP 403 on re-audit, so no source text was available for compliant coding.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1373571,https://crickettimes.com/2023/09/sa-vs-aus-2023-1st-odi-mangaung-oval-pitch-report-bloemfontein-weather-forecast-odi-stats-records/,"SA vs AUS 2023, 1st ODI: Mangaung Oval Pitch Report, Bloemfontein Weather Forecast, ODI Stats & Records",130,legacy_pre_explicit_source_only,source_unavailable,balanced,1,1,,standard,,,,,,,,,,2026-09-13T15:48:00Z,ai_assisted_reaudit_01,"CricketTimes source returned HTTP 403 on re-audit, so no source text was available for compliant coding.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1388401,https://www.mykhel.com/cricket/pakistan-vs-bangladesh-asia-cup-2023-super-4-lahore-gaddafi-stadium-pitch-report-weather-forecast-231561.html,"Pakistan vs Bangladesh, Asia Cup 2023 Super 4: Lahore Gaddafi Stadium Pitch Report & Weather Forecast",131,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,1,standard,,,batting_friendly,2,,,,,,2026-09-13T15:48:00Z,ai_assisted_reaudit_01,Source says the ongoing tournament demonstrates that the Gaddafi wicket has become a batter’s paradise where batters score freely.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1388392,https://www.mykhel.com/cricket/pakistan-vs-nepal-asia-cup-2023-multan-cricket-stadium-pitch-report-weather-forecast-229921.html,"Pakistan vs Nepal, Asia Cup 2023: Multan Cricket Stadium Pitch Report & Weather Forecast",132,legacy_pre_explicit_source_only,passed_revised,slow_two_paced,1,1,2,standard,1,,slow_two_paced,1,,1,,1,,2026-09-13T15:48:00Z,ai_assisted_reaudit_01,Source states easy early run-scoring followed by a dry wicket assisting slower bowlers and becoming harder for the chase; no soil-based effect is inferred.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1381215,https://www.mykhel.com/cricket/india-vs-west-indies-2nd-odi-kensington-oval-pitch-report-weather-forecast-stats-record-224007.html,"India Vs West Indies 2nd ODI: Kensington Oval Pitch Report, Weather Forecast, ODI Stats & Record",133,legacy_pre_explicit_source_only,passed_revised,spin,0,,2,standard,1,,spin,0,,2,,1,,2026-09-13T15:48:00Z,ai_assisted_reaudit_01,"Source expects the first ODI’s slower, low-scoring conditions and spinner help to remain the same for the second ODI.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1381214,https://www.mykhel.com/cricket/india-vs-west-indies-1st-odi-barbados-kensington-oval-pitch-report-stats-record-223641.html,"India Vs West Indies 1st ODI: Kensington Oval Pitch Report, ODI Stats and Record",134,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,,standard,,,balanced,1,1,,,,,2026-09-13T15:48:00Z,ai_assisted_reaudit_01,Source describes recently easier batting but also a typical Barbados wicket helping quick bowlers; it makes no focal bounce or dew claim.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1144529,https://indianexpress.com/article/sports/cricket-world-cup/australia-vs-england-birmingham-weather-forecast-today-and-pitch-report-5824727/,"Australia vs England, Birmingham Weather Forecast Today and Pitch Report: Rain likely to interrupt ENG vs AUS semi-final clash",135,legacy_pre_explicit_source_only,passed_revised,slow_two_paced,0,1,1,standard,1,,slow_two_paced,0,,,,1,,2026-09-13T15:48:00Z,ai_assisted_reaudit_01,Source says the focal Edgbaston pitch will slow as the game progresses and become difficult to bat on in the second innings.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1144526,https://indianexpress.com/article/sports/cricket-world-cup/india-vs-sri-lanka-leeds-weather-forecast-today-and-pitch-report-overcast-leeds-5817778/,"India vs Sri Lanka, Leeds Weather Forecast Today and Pitch Report: Overcast Leeds await the Men in Blue",136,legacy_pre_explicit_source_only,passed_revised,slow_two_paced,1,1,2,standard,1,,batting_friendly,2,,1,,1,,2026-09-13T15:48:00Z,ai_assisted_reaudit_01,"Source promises plenty of runs, notes some spin kindness, and explicitly expects defending to benefit from a slowing pitch.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1144525,https://www.icc-cricket.com/tournaments/cricketworldcup/news/pakistan-face-improbable-ask-to-make-semi-finals,Pakistan face improbable ask to make semi-finals,137,legacy_pre_explicit_source_only,passed_revised,pace_seam,1,2,0,standard,,,pace_seam,,2,,,,,2026-09-13T15:48:00Z,ai_assisted_reaudit_01,"Source says Lord’s traditionally offers early swing to faster bowlers; no batting-ease, spin, bounce, or dew effect is stated.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1144522,https://indianexpress.com/article/sports/cricket-world-cup/india-vs-bangladesh-birmingham-weather-today-5809766/,"India vs Bangladesh, Birmingham Weather Forecast Today and Pitch Report: Dry Birmingham awaits the neighbours",138,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,0,standard,,,batting_friendly,2,,0,,,,2026-09-13T15:48:00Z,ai_assisted_reaudit_01,"Source calls the deck flat, forecasts a possible high-scoring match, and explicitly says the pitch would work against spinners.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1144521,https://indianexpress.com/article/sports/cricket-world-cup/sri-lanka-vs-west-indies-chester-le-street-weather-forecast-today-and-pitch-report-5808006/,"Sri Lanka vs West Indies, Chester-le-Street Weather Forecast Today and Pitch Report: Low chances of rain",139,legacy_pre_explicit_source_only,passed_revised,slow_two_paced,0,1,1,standard,1,,unknown,,,,,,,2026-09-13T15:48:00Z,ai_assisted_reaudit_01,Source only reports that the previous Riverside match used a sluggish surface and does not state that the focal match will behave the same way.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1144520,https://indianexpress.com/article/sports/cricket-world-cup/india-vs-england-birmingham-weather-forecast-today-and-pitch-report-5807251/,"India vs England, Birmingham Weather Forecast Today and Pitch Report: Cloudy morning in Birmingham",140,legacy_pre_explicit_source_only,passed_revised,spin,1,1,2,standard,,,spin,,,2,,,,2026-09-13T15:48:00Z,ai_assisted_reaudit_01,Source says the dry fresh Edgbaston pitch promises more turn than usual for spinners; it does not identify the stated England-bowler effect as pace.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1144517,https://indianexpress.com/article/sports/cricket-world-cup/sri-lanka-vs-south-africa-weather-forecast-5804549/,"Sri Lanka vs South Africa, Chester-le-Street Weather Forecast Today and Pitch Report: Weather unlikely to hinder SL vs SA clash",141,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,1,standard,,,batting_friendly,2,,,,,,2026-09-13T15:48:00Z,ai_assisted_reaudit_01,Source explicitly terms the focal Riverside pitch batsmen-friendly and says dry conditions will add batting power.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1144516,https://indianexpress.com/article/sports/cricket-world-cup/india-vs-west-indies-manchester-weather-forecast-today-and-pitch-report-5802271/,"India vs West Indies, Manchester Weather Forecast Today and Pitch Report: No rains expected",142,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,1,standard,,,batting_friendly,2,,,,,,2026-09-13T15:48:00Z,ai_assisted_reaudit_01,"Source explicitly says sunny, dry conditions mean the Old Trafford pitch will suit batsmen again.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1144515,https://indianexpress.com/article/sports/cricket-world-cup/pakistan-vs-new-zealand-birmingham-weather-forecast-today-pitch-report-5799779/,"Pakistan vs New Zealand, Birmingham Weather Forecast Today and Pitch Report: Wet outfield delays toss",143,legacy_pre_explicit_source_only,passed_revised,slow_two_paced,0,1,2,standard,1,,unknown,,,,,,,2026-09-13T15:48:00Z,ai_assisted_reaudit_01,Source says only that the pitch was two-paced in the previous Edgbaston match; it does not forecast the same focal-match behavior.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1144512,https://indianexpress.com/article/sports/cricket-world-cup/pakistan-vs-south-africa-lords-weather-forecast-today-and-pitch-report-5795463/,"Pakistan vs South Africa, Lord’s Weather Forecast Today and Pitch Report: Will rain play spoilsport?",144,legacy_pre_explicit_source_only,passed_revised,pace_seam,0,2,0,standard,,,pace_seam,0,2,,,,,2026-09-13T15:48:00Z,ai_assisted_reaudit_01,Source says the Lord’s pitch will be hard to bat on from the start and will give fast bowlers enough new-ball assistance.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1144509,https://indianexpress.com/article/sports/cricket-world-cup/england-vs-sri-lanka-leeds-weather-today-and-headingley-pitch-report-5792176/,"World Cup 2019: England vs Sri Lanka, Leeds Weather Today and Headingley Pitch Report",145,legacy_pre_explicit_source_only,passed_revised,balanced,2,2,0,standard,,,batting_friendly,2,1,,,,,2026-09-13T15:48:00Z,ai_assisted_reaudit_01,"Source calls Headingley a flat, run-scoring, batsman-assisting track and says forecast overcast conditions should favor seamers.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1144508,https://indianexpress.com/article/sports/cricket-world-cup/australia-vs-bangladesh-nottingham-weather-pitch-report-trent-bridge-5790263/,"Australia vs Bangladesh, Nottingham Weather and Pitch Report Today: Expected to stay cloudy, might rain",146,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,,standard,0,,batting_friendly,2,,,,,,2026-09-13T15:48:00Z,ai_assisted_reaudit_01,Source calls Trent Bridge a very good batting surface with many runs expected in both innings.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1144505,https://www.icc-cricket.com/tournaments/cricketworldcup/news/west-indies-bangladesh-eye-resurgence-as-competition-stiffens,"West Indies, Bangladesh eye resurgence as competition stiffens",147,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,,,standard,,,batting_friendly,2,,,,,,2026-09-13T15:48:00Z,ai_assisted_reaudit_01,ICC conditions note says sun and short Taunton boundaries make a high-scoring match possible; no bowling or bounce effect is stated.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1144502,https://www.icc-cricket.com/tournaments/cricketworldcup/news/on-song-australia-look-to-continue-surge-against-sri-lanka,On song Australia look to continue surge against Sri Lanka,148,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,1,standard,,,batting_friendly,2,,,,,,2026-09-13T15:48:00Z,ai_assisted_reaudit_01,ICC says the Oval pitch has been good for batting and gives no reason to expect that to change.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
